image_id,file_name,file_path,original_file_name,original_path,original_extension,split,label_id,disease_type,verification_status,severity
DLDD_TRAIN_002685,DLDD_TRAIN_002685.jpg,allocaridara attack/DLDD_TRAIN_002685.jpg,to_label_1586_jpg.rf.0ea0a0ddb107b22479e21a79f8685851.jpg,allocaridara attack/to_label_1586_jpg.rf.0ea0a0ddb107b22479e21a79f8685851.jpg,.jpg,train,2,allocaridara_attack,verified,2
DLDD_TRAIN_002686,DLDD_TRAIN_002686.jpg,allocaridara attack/DLDD_TRAIN_002686.jpg,to_label_1586_jpg.rf.3e27e7e598e202a2026a6a9855d288d4.jpg,allocaridara attack/to_label_1586_jpg.rf.3e27e7e598e202a2026a6a9855d288d4.jpg,.jpg,train,2,allocaridara_attack,verified,2
DLDD_TRAIN_002687,DLDD_TRAIN_002687.jpg,allocaridara attack/DLDD_TRAIN_002687.jpg,to_label_1586_jpg.rf.7a5f5df98fd329300109a184241a0905.jpg,allocaridara attack/to_label_1586_jpg.rf.7a5f5df98fd329300109a184241a0905.jpg,.jpg,train,2,allocaridara_attack,verified,2
DLDD_TRAIN_002688,DLDD_TRAIN_002688.jpg,allocaridara attack/DLDD_TRAIN_002688.jpg,to_label_1587_jpg.rf.226a589e5cd9479cdfcc46d926618550.jpg,allocaridara attack/to_label_1587_jpg.rf.226a589e5cd9479cdfcc46d926618550.jpg,.jpg,train,2,allocaridara_attack,verified,2
DLDD_TRAIN_002689,DLDD_TRAIN_002689.jpg,allocaridara attack/DLDD_TRAIN_002689.jpg,to_label_1587_jpg.rf.a4667886d10223def7b7499072e03104.jpg,allocaridara attack/to_label_1587_jpg.rf.a4667886d10223def7b7499072e03104.jpg,.jpg,train,2,allocaridara_attack,verified,2
DLDD_TRAIN_002690,DLDD_TRAIN_002690.jpg,allocaridara attack/DLDD_TRAIN_002690.jpg,to_label_1587_jpg.rf.f494db1c18919796a258db3b9f402bc4.jpg,allocaridara attack/to_label_1587_jpg.rf.f494db1c18919796a258db3b9f402bc4.jpg,.jpg,train,2,allocaridara_attack,verified,2
DLDD_TRAIN_002691,DLDD_TRAIN_002691.jpg,allocaridara attack/DLDD_TRAIN_002691.jpg,to_label_1588_jpg.rf.214729fa072d55f0bdf8be473a00b400.jpg,allocaridara attack/to_label_1588_jpg.rf.214729fa072d55f0bdf8be473a00b400.jpg,.jpg,train,2,allocaridara_attack,verified,2
DLDD_TRAIN_002692,DLDD_TRAIN_002692.jpg,allocaridara attack/DLDD_TRAIN_002692.jpg,to_label_1588_jpg.rf.8a0cca017a7529f9140e4eabc67fa603.jpg,allocaridara attack/to_label_1588_jpg.rf.8a0cca017a7529f9140e4eabc67fa603.jpg,.jpg,train,2,allocaridara_attack,verified,2
DLDD_TRAIN_002693,DLDD_TRAIN_002693.jpg,allocaridara attack/DLDD_TRAIN_002693.jpg,to_label_1588_jpg.rf.a58fa3f42260b698046dc5463475db70.jpg,allocaridara attack/to_label_1588_jpg.rf.a58fa3f42260b698046dc5463475db70.jpg,.jpg,train,2,allocaridara_attack,verified,2
DLDD_TRAIN_002694,DLDD_TRAIN_002694.jpg,allocaridara attack/DLDD_TRAIN_002694.jpg,to_label_1590_jpg.rf.1073d4eeae413e09813bc96e3abe8244.jpg,allocaridara attack/to_label_1590_jpg.rf.1073d4eeae413e09813bc96e3abe8244.jpg,.jpg,train,2,allocaridara_attack,verified,2
DLDD_TRAIN_002695,DLDD_TRAIN_002695.jpg,allocaridara attack/DLDD_TRAIN_002695.jpg,to_label_1590_jpg.rf.cb3441ab98771e51d3c3f6045be2c327.jpg,allocaridara attack/to_label_1590_jpg.rf.cb3441ab98771e51d3c3f6045be2c327.jpg,.jpg,train,2,allocaridara_attack,verified,2
DLDD_TRAIN_002696,DLDD_TRAIN_002696.jpg,allocaridara attack/DLDD_TRAIN_002696.jpg,to_label_1590_jpg.rf.cc2f72434fcec879e567f84743b92c1a.jpg,allocaridara attack/to_label_1590_jpg.rf.cc2f72434fcec879e567f84743b92c1a.jpg,.jpg,train,2,allocaridara_attack,verified,2
DLDD_TRAIN_002697,DLDD_TRAIN_002697.jpg,allocaridara attack/DLDD_TRAIN_002697.jpg,to_label_1591_jpg.rf.6fe33fb39fa294be3870917bf476d4a2.jpg,allocaridara attack/to_label_1591_jpg.rf.6fe33fb39fa294be3870917bf476d4a2.jpg,.jpg,train,2,allocaridara_attack,verified,2
DLDD_TRAIN_002698,DLDD_TRAIN_002698.jpg,allocaridara attack/DLDD_TRAIN_002698.jpg,to_label_1591_jpg.rf.e114f7fb4d86c83ca14d375416cf1e34.jpg,allocaridara attack/to_label_1591_jpg.rf.e114f7fb4d86c83ca14d375416cf1e34.jpg,.jpg,train,2,allocaridara_attack,verified,2
DLDD_TRAIN_002699,DLDD_TRAIN_002699.jpg,allocaridara attack/DLDD_TRAIN_002699.jpg,to_label_1593_jpg.rf.8177f0a54ea03d6397240dbda726cc45.jpg,allocaridara attack/to_label_1593_jpg.rf.8177f0a54ea03d6397240dbda726cc45.jpg,.jpg,train,2,allocaridara_attack,verified,2
DLDD_TRAIN_002700,DLDD_TRAIN_002700.jpg,allocaridara attack/DLDD_TRAIN_002700.jpg,to_label_1593_jpg.rf.dc5140a411184fa8acbc36099a39e069.jpg,allocaridara attack/to_label_1593_jpg.rf.dc5140a411184fa8acbc36099a39e069.jpg,.jpg,train,2,allocaridara_attack,verified,2
DLDD_TRAIN_002701,DLDD_TRAIN_002701.jpg,allocaridara attack/DLDD_TRAIN_002701.jpg,to_label_1594_jpg.rf.095c9958f2db21576354f3d2914d3b96.jpg,allocaridara attack/to_label_1594_jpg.rf.095c9958f2db21576354f3d2914d3b96.jpg,.jpg,train,2,allocaridara_attack,verified,2
DLDD_TRAIN_002702,DLDD_TRAIN_002702.jpg,allocaridara attack/DLDD_TRAIN_002702.jpg,to_label_1594_jpg.rf.86b2cea5732fb3b68a45cb764801a7e7.jpg,allocaridara attack/to_label_1594_jpg.rf.86b2cea5732fb3b68a45cb764801a7e7.jpg,.jpg,train,2,allocaridara_attack,verified,2
DLDD_TRAIN_002703,DLDD_TRAIN_002703.jpg,allocaridara attack/DLDD_TRAIN_002703.jpg,to_label_1594_jpg.rf.89bdce6b6f1796a9e3f39ccccc31d7ea.jpg,allocaridara attack/to_label_1594_jpg.rf.89bdce6b6f1796a9e3f39ccccc31d7ea.jpg,.jpg,train,2,allocaridara_attack,verified,2
DLDD_TRAIN_002704,DLDD_TRAIN_002704.jpg,allocaridara attack/DLDD_TRAIN_002704.jpg,to_label_1597_jpg.rf.40626dcaea978bb87019235c8f89f467.jpg,allocaridara attack/to_label_1597_jpg.rf.40626dcaea978bb87019235c8f89f467.jpg,.jpg,train,2,allocaridara_attack,verified,1
DLDD_TRAIN_002705,DLDD_TRAIN_002705.jpg,allocaridara attack/DLDD_TRAIN_002705.jpg,to_label_1597_jpg.rf.cb0b1f79434d95fa24d88564654aa0b9.jpg,allocaridara attack/to_label_1597_jpg.rf.cb0b1f79434d95fa24d88564654aa0b9.jpg,.jpg,train,2,allocaridara_attack,verified,1
DLDD_TRAIN_002706,DLDD_TRAIN_002706.jpg,allocaridara attack/DLDD_TRAIN_002706.jpg,to_label_1597_jpg.rf.e6f008f3adfb861ca16666ff800ba244.jpg,allocaridara attack/to_label_1597_jpg.rf.e6f008f3adfb861ca16666ff800ba244.jpg,.jpg,train,2,allocaridara_attack,verified,1
DLDD_TRAIN_002707,DLDD_TRAIN_002707.jpg,allocaridara attack/DLDD_TRAIN_002707.jpg,to_label_1598_jpg.rf.50087a504720dfc8460f263988b7aef8.jpg,allocaridara attack/to_label_1598_jpg.rf.50087a504720dfc8460f263988b7aef8.jpg,.jpg,train,2,allocaridara_attack,verified,2
DLDD_TRAIN_002708,DLDD_TRAIN_002708.jpg,allocaridara attack/DLDD_TRAIN_002708.jpg,to_label_1598_jpg.rf.6c06a7f26fb03ca1dab98900439af9a6.jpg,allocaridara attack/to_label_1598_jpg.rf.6c06a7f26fb03ca1dab98900439af9a6.jpg,.jpg,train,2,allocaridara_attack,verified,2
DLDD_TRAIN_002709,DLDD_TRAIN_002709.jpg,allocaridara attack/DLDD_TRAIN_002709.jpg,to_label_1598_jpg.rf.87e10f409aa721180d8786e4552051de.jpg,allocaridara attack/to_label_1598_jpg.rf.87e10f409aa721180d8786e4552051de.jpg,.jpg,train,2,allocaridara_attack,verified,2
DLDD_TRAIN_002710,DLDD_TRAIN_002710.jpg,allocaridara attack/DLDD_TRAIN_002710.jpg,to_label_1599_jpg.rf.0aba9d19fd12cfd4f35ab5fbb1314099.jpg,allocaridara attack/to_label_1599_jpg.rf.0aba9d19fd12cfd4f35ab5fbb1314099.jpg,.jpg,train,2,allocaridara_attack,verified,2
DLDD_TRAIN_002711,DLDD_TRAIN_002711.jpg,allocaridara attack/DLDD_TRAIN_002711.jpg,to_label_1599_jpg.rf.b6cb70237e03272e2ecf013c1e44524f.jpg,allocaridara attack/to_label_1599_jpg.rf.b6cb70237e03272e2ecf013c1e44524f.jpg,.jpg,train,2,allocaridara_attack,verified,2
DLDD_TRAIN_002712,DLDD_TRAIN_002712.jpg,allocaridara attack/DLDD_TRAIN_002712.jpg,to_label_1599_jpg.rf.cccdde341c099d43207b4666f3ff0426.jpg,allocaridara attack/to_label_1599_jpg.rf.cccdde341c099d43207b4666f3ff0426.jpg,.jpg,train,2,allocaridara_attack,verified,2
DLDD_TRAIN_002713,DLDD_TRAIN_002713.jpg,allocaridara attack/DLDD_TRAIN_002713.jpg,to_label_1600_jpg.rf.5664dc123449f2a611d40bf86299c44a.jpg,allocaridara attack/to_label_1600_jpg.rf.5664dc123449f2a611d40bf86299c44a.jpg,.jpg,train,2,allocaridara_attack,verified,2
DLDD_TRAIN_002714,DLDD_TRAIN_002714.jpg,allocaridara attack/DLDD_TRAIN_002714.jpg,to_label_1600_jpg.rf.97febc7278def0951b53e8abd57493f3.jpg,allocaridara attack/to_label_1600_jpg.rf.97febc7278def0951b53e8abd57493f3.jpg,.jpg,train,2,allocaridara_attack,verified,2
DLDD_TRAIN_002715,DLDD_TRAIN_002715.jpg,allocaridara attack/DLDD_TRAIN_002715.jpg,to_label_1600_jpg.rf.b1be581d1073e205c17b5e1e8f8575e8.jpg,allocaridara attack/to_label_1600_jpg.rf.b1be581d1073e205c17b5e1e8f8575e8.jpg,.jpg,train,2,allocaridara_attack,verified,2
DLDD_TRAIN_002716,DLDD_TRAIN_002716.jpg,allocaridara attack/DLDD_TRAIN_002716.jpg,to_label_1601_jpg.rf.37f5a4a21d671e54e033ed7c50fd349f.jpg,allocaridara attack/to_label_1601_jpg.rf.37f5a4a21d671e54e033ed7c50fd349f.jpg,.jpg,train,2,allocaridara_attack,verified,2
DLDD_TRAIN_002717,DLDD_TRAIN_002717.jpg,allocaridara attack/DLDD_TRAIN_002717.jpg,to_label_1601_jpg.rf.d8b8160b04a21a59a54568b26e042042.jpg,allocaridara attack/to_label_1601_jpg.rf.d8b8160b04a21a59a54568b26e042042.jpg,.jpg,train,2,allocaridara_attack,verified,2
DLDD_TRAIN_002718,DLDD_TRAIN_002718.jpg,allocaridara attack/DLDD_TRAIN_002718.jpg,to_label_1601_jpg.rf.e029d61f6650b7920b07219fec9d90a1.jpg,allocaridara attack/to_label_1601_jpg.rf.e029d61f6650b7920b07219fec9d90a1.jpg,.jpg,train,2,allocaridara_attack,verified,2
DLDD_TRAIN_002719,DLDD_TRAIN_002719.jpg,allocaridara attack/DLDD_TRAIN_002719.jpg,to_label_1606_jpg.rf.1e482dec50a2f4b7c00c9abcfcfa6fce.jpg,allocaridara attack/to_label_1606_jpg.rf.1e482dec50a2f4b7c00c9abcfcfa6fce.jpg,.jpg,train,2,allocaridara_attack,verified,3
DLDD_TRAIN_002720,DLDD_TRAIN_002720.jpg,allocaridara attack/DLDD_TRAIN_002720.jpg,to_label_1606_jpg.rf.b7720ef321410a29d7ac8d47a37ec120.jpg,allocaridara attack/to_label_1606_jpg.rf.b7720ef321410a29d7ac8d47a37ec120.jpg,.jpg,train,2,allocaridara_attack,verified,3
DLDD_TRAIN_002721,DLDD_TRAIN_002721.jpg,allocaridara attack/DLDD_TRAIN_002721.jpg,to_label_1606_jpg.rf.de1655fb1d3080b86ff64c2dad83c8d3.jpg,allocaridara attack/to_label_1606_jpg.rf.de1655fb1d3080b86ff64c2dad83c8d3.jpg,.jpg,train,2,allocaridara_attack,verified,3
DLDD_TRAIN_002722,DLDD_TRAIN_002722.jpg,allocaridara attack/DLDD_TRAIN_002722.jpg,to_label_1607_jpg.rf.002ca399c174d4b11730ae5e11d9ca01.jpg,allocaridara attack/to_label_1607_jpg.rf.002ca399c174d4b11730ae5e11d9ca01.jpg,.jpg,train,2,allocaridara_attack,verified,3
DLDD_TRAIN_002723,DLDD_TRAIN_002723.jpg,allocaridara attack/DLDD_TRAIN_002723.jpg,to_label_1607_jpg.rf.744f414db33b391d6a2787b80d364391.jpg,allocaridara attack/to_label_1607_jpg.rf.744f414db33b391d6a2787b80d364391.jpg,.jpg,train,2,allocaridara_attack,verified,3
DLDD_TRAIN_002724,DLDD_TRAIN_002724.jpg,allocaridara attack/DLDD_TRAIN_002724.jpg,to_label_1607_jpg.rf.d4e4720035d71f9214d85020e5595979.jpg,allocaridara attack/to_label_1607_jpg.rf.d4e4720035d71f9214d85020e5595979.jpg,.jpg,train,2,allocaridara_attack,verified,3
DLDD_TRAIN_002725,DLDD_TRAIN_002725.jpg,allocaridara attack/DLDD_TRAIN_002725.jpg,to_label_1613_jpg.rf.28cba3dcad189840db4d19bfb4c96b15.jpg,allocaridara attack/to_label_1613_jpg.rf.28cba3dcad189840db4d19bfb4c96b15.jpg,.jpg,train,2,allocaridara_attack,verified,2
DLDD_TRAIN_002726,DLDD_TRAIN_002726.jpg,allocaridara attack/DLDD_TRAIN_002726.jpg,to_label_1613_jpg.rf.b8bc43a68313f8f3c0f7631719149740.jpg,allocaridara attack/to_label_1613_jpg.rf.b8bc43a68313f8f3c0f7631719149740.jpg,.jpg,train,2,allocaridara_attack,verified,2
DLDD_TRAIN_002727,DLDD_TRAIN_002727.jpg,allocaridara attack/DLDD_TRAIN_002727.jpg,to_label_1613_jpg.rf.c256768e81418d4931d6e9cd4dd0b59e.jpg,allocaridara attack/to_label_1613_jpg.rf.c256768e81418d4931d6e9cd4dd0b59e.jpg,.jpg,train,2,allocaridara_attack,verified,2
DLDD_TRAIN_002728,DLDD_TRAIN_002728.jpg,allocaridara attack/DLDD_TRAIN_002728.jpg,to_label_1614_jpg.rf.0122b932c34b64cc8ae3d6cbddca7e8b.jpg,allocaridara attack/to_label_1614_jpg.rf.0122b932c34b64cc8ae3d6cbddca7e8b.jpg,.jpg,train,2,allocaridara_attack,verified,2
DLDD_TRAIN_002729,DLDD_TRAIN_002729.jpg,allocaridara attack/DLDD_TRAIN_002729.jpg,to_label_1614_jpg.rf.11c55ded3a612d9dfaa0bf2ef76a121f.jpg,allocaridara attack/to_label_1614_jpg.rf.11c55ded3a612d9dfaa0bf2ef76a121f.jpg,.jpg,train,2,allocaridara_attack,verified,2
DLDD_TRAIN_002730,DLDD_TRAIN_002730.jpg,allocaridara attack/DLDD_TRAIN_002730.jpg,to_label_1614_jpg.rf.afcc172a59ca26523f97bf1eeb3a6ee0.jpg,allocaridara attack/to_label_1614_jpg.rf.afcc172a59ca26523f97bf1eeb3a6ee0.jpg,.jpg,train,2,allocaridara_attack,verified,2
DLDD_TRAIN_002731,DLDD_TRAIN_002731.jpg,allocaridara attack/DLDD_TRAIN_002731.jpg,to_label_1615_jpg.rf.07395d09d7c8e9d9a5fb522f93a804cf.jpg,allocaridara attack/to_label_1615_jpg.rf.07395d09d7c8e9d9a5fb522f93a804cf.jpg,.jpg,train,2,allocaridara_attack,verified,2
DLDD_TRAIN_002732,DLDD_TRAIN_002732.jpg,allocaridara attack/DLDD_TRAIN_002732.jpg,to_label_1615_jpg.rf.766c46de0d8338e637a512d6798aaa88.jpg,allocaridara attack/to_label_1615_jpg.rf.766c46de0d8338e637a512d6798aaa88.jpg,.jpg,train,2,allocaridara_attack,verified,2
DLDD_TRAIN_002733,DLDD_TRAIN_002733.jpg,allocaridara attack/DLDD_TRAIN_002733.jpg,to_label_1615_jpg.rf.fd2791f0a652587889e3cde5ae2fac3f.jpg,allocaridara attack/to_label_1615_jpg.rf.fd2791f0a652587889e3cde5ae2fac3f.jpg,.jpg,train,2,allocaridara_attack,verified,2
DLDD_TRAIN_002734,DLDD_TRAIN_002734.jpg,allocaridara attack/DLDD_TRAIN_002734.jpg,to_label_1616_jpg.rf.04cd2ab240e5ea5f758885921ae570d0.jpg,allocaridara attack/to_label_1616_jpg.rf.04cd2ab240e5ea5f758885921ae570d0.jpg,.jpg,train,2,allocaridara_attack,verified,2
DLDD_TRAIN_002735,DLDD_TRAIN_002735.jpg,allocaridara attack/DLDD_TRAIN_002735.jpg,to_label_1616_jpg.rf.e88073b6044b4c9adb6aaf08059fbcb4.jpg,allocaridara attack/to_label_1616_jpg.rf.e88073b6044b4c9adb6aaf08059fbcb4.jpg,.jpg,train,2,allocaridara_attack,verified,2
DLDD_TRAIN_002736,DLDD_TRAIN_002736.jpg,allocaridara attack/DLDD_TRAIN_002736.jpg,to_label_1617_jpg.rf.259e9cbdfe1541f98c266606b23e656a.jpg,allocaridara attack/to_label_1617_jpg.rf.259e9cbdfe1541f98c266606b23e656a.jpg,.jpg,train,2,allocaridara_attack,verified,2
DLDD_TRAIN_002737,DLDD_TRAIN_002737.jpg,allocaridara attack/DLDD_TRAIN_002737.jpg,to_label_1617_jpg.rf.9dbc936e780665f7d1dd45a2d43e1c76.jpg,allocaridara attack/to_label_1617_jpg.rf.9dbc936e780665f7d1dd45a2d43e1c76.jpg,.jpg,train,2,allocaridara_attack,verified,2
DLDD_TRAIN_002738,DLDD_TRAIN_002738.jpg,allocaridara attack/DLDD_TRAIN_002738.jpg,to_label_1617_jpg.rf.bb161acb53148fd6cd638b3a2bc1bed2.jpg,allocaridara attack/to_label_1617_jpg.rf.bb161acb53148fd6cd638b3a2bc1bed2.jpg,.jpg,train,2,allocaridara_attack,verified,2
DLDD_TRAIN_002739,DLDD_TRAIN_002739.jpg,allocaridara attack/DLDD_TRAIN_002739.jpg,to_label_1620_jpg.rf.2444dd19e3abafe93b813ac7d7544f5f.jpg,allocaridara attack/to_label_1620_jpg.rf.2444dd19e3abafe93b813ac7d7544f5f.jpg,.jpg,train,2,allocaridara_attack,verified,3
DLDD_TRAIN_002740,DLDD_TRAIN_002740.jpg,allocaridara attack/DLDD_TRAIN_002740.jpg,to_label_1620_jpg.rf.e0d42eb84a291a11da597bdd653404bf.jpg,allocaridara attack/to_label_1620_jpg.rf.e0d42eb84a291a11da597bdd653404bf.jpg,.jpg,train,2,allocaridara_attack,verified,3
DLDD_TRAIN_002741,DLDD_TRAIN_002741.jpg,allocaridara attack/DLDD_TRAIN_002741.jpg,to_label_1620_jpg.rf.eb3cb2fb8a893d099d1743a16eb7b187.jpg,allocaridara attack/to_label_1620_jpg.rf.eb3cb2fb8a893d099d1743a16eb7b187.jpg,.jpg,train,2,allocaridara_attack,verified,3
DLDD_TRAIN_002742,DLDD_TRAIN_002742.jpg,allocaridara attack/DLDD_TRAIN_002742.jpg,to_label_1621_jpg.rf.020addb30606158f409e6c7d70eca1a1.jpg,allocaridara attack/to_label_1621_jpg.rf.020addb30606158f409e6c7d70eca1a1.jpg,.jpg,train,2,allocaridara_attack,verified,2
DLDD_TRAIN_002743,DLDD_TRAIN_002743.jpg,allocaridara attack/DLDD_TRAIN_002743.jpg,to_label_1621_jpg.rf.1de4c25025e50616906a21dc4e2a4ee7.jpg,allocaridara attack/to_label_1621_jpg.rf.1de4c25025e50616906a21dc4e2a4ee7.jpg,.jpg,train,2,allocaridara_attack,verified,2
DLDD_TRAIN_002744,DLDD_TRAIN_002744.jpg,allocaridara attack/DLDD_TRAIN_002744.jpg,to_label_1622_jpg.rf.aaced6fd18d75178f63f616c7a50617e.jpg,allocaridara attack/to_label_1622_jpg.rf.aaced6fd18d75178f63f616c7a50617e.jpg,.jpg,train,2,allocaridara_attack,verified,1
DLDD_TRAIN_002745,DLDD_TRAIN_002745.jpg,allocaridara attack/DLDD_TRAIN_002745.jpg,to_label_1622_jpg.rf.cc8fda07927848c31715c32615c4744c.jpg,allocaridara attack/to_label_1622_jpg.rf.cc8fda07927848c31715c32615c4744c.jpg,.jpg,train,2,allocaridara_attack,verified,1
DLDD_TRAIN_002746,DLDD_TRAIN_002746.jpg,allocaridara attack/DLDD_TRAIN_002746.jpg,to_label_1622_jpg.rf.e05e9a4a592651138a1995bd77050e4e.jpg,allocaridara attack/to_label_1622_jpg.rf.e05e9a4a592651138a1995bd77050e4e.jpg,.jpg,train,2,allocaridara_attack,verified,1
DLDD_TRAIN_002747,DLDD_TRAIN_002747.jpg,allocaridara attack/DLDD_TRAIN_002747.jpg,to_label_1623_jpg.rf.4127bff48fd179416af9612ddbc22b8f.jpg,allocaridara attack/to_label_1623_jpg.rf.4127bff48fd179416af9612ddbc22b8f.jpg,.jpg,train,2,allocaridara_attack,verified,1
DLDD_TRAIN_002748,DLDD_TRAIN_002748.jpg,allocaridara attack/DLDD_TRAIN_002748.jpg,to_label_1623_jpg.rf.c706b58dab894d2d94f7f642e70057a1.jpg,allocaridara attack/to_label_1623_jpg.rf.c706b58dab894d2d94f7f642e70057a1.jpg,.jpg,train,2,allocaridara_attack,verified,1
DLDD_TRAIN_002749,DLDD_TRAIN_002749.jpg,allocaridara attack/DLDD_TRAIN_002749.jpg,to_label_1623_jpg.rf.c8de82d2d434e376611804afbec85fae.jpg,allocaridara attack/to_label_1623_jpg.rf.c8de82d2d434e376611804afbec85fae.jpg,.jpg,train,2,allocaridara_attack,verified,1
DLDD_TRAIN_002750,DLDD_TRAIN_002750.jpg,allocaridara attack/DLDD_TRAIN_002750.jpg,to_label_1624_jpg.rf.45bb4a5f73d385dbb4a2daba80f1834b.jpg,allocaridara attack/to_label_1624_jpg.rf.45bb4a5f73d385dbb4a2daba80f1834b.jpg,.jpg,train,2,allocaridara_attack,verified,2
DLDD_TRAIN_002751,DLDD_TRAIN_002751.jpg,allocaridara attack/DLDD_TRAIN_002751.jpg,to_label_1624_jpg.rf.5f3696773258cb76df0f932dc9d80023.jpg,allocaridara attack/to_label_1624_jpg.rf.5f3696773258cb76df0f932dc9d80023.jpg,.jpg,train,2,allocaridara_attack,verified,2
DLDD_TRAIN_002752,DLDD_TRAIN_002752.jpg,allocaridara attack/DLDD_TRAIN_002752.jpg,to_label_1624_jpg.rf.e21be07ed887dcefaf3e4aac5454c15b.jpg,allocaridara attack/to_label_1624_jpg.rf.e21be07ed887dcefaf3e4aac5454c15b.jpg,.jpg,train,2,allocaridara_attack,verified,2
DLDD_TRAIN_002753,DLDD_TRAIN_002753.jpg,allocaridara attack/DLDD_TRAIN_002753.jpg,to_label_1625_jpg.rf.1f47b6d03c5efb7e6e12c9c9de412cb0.jpg,allocaridara attack/to_label_1625_jpg.rf.1f47b6d03c5efb7e6e12c9c9de412cb0.jpg,.jpg,train,2,allocaridara_attack,verified,2
DLDD_TRAIN_002754,DLDD_TRAIN_002754.jpg,allocaridara attack/DLDD_TRAIN_002754.jpg,to_label_1625_jpg.rf.6db0960129b26c21305ec00b39a81340.jpg,allocaridara attack/to_label_1625_jpg.rf.6db0960129b26c21305ec00b39a81340.jpg,.jpg,train,2,allocaridara_attack,verified,2
DLDD_TRAIN_002755,DLDD_TRAIN_002755.jpg,allocaridara attack/DLDD_TRAIN_002755.jpg,to_label_1625_jpg.rf.85c71429f6c300d855f350f6382dada2.jpg,allocaridara attack/to_label_1625_jpg.rf.85c71429f6c300d855f350f6382dada2.jpg,.jpg,train,2,allocaridara_attack,verified,2
DLDD_TRAIN_002756,DLDD_TRAIN_002756.jpg,allocaridara attack/DLDD_TRAIN_002756.jpg,to_label_1626_jpg.rf.3b59eeb176eb0c6236c46fadacbebe84.jpg,allocaridara attack/to_label_1626_jpg.rf.3b59eeb176eb0c6236c46fadacbebe84.jpg,.jpg,train,2,allocaridara_attack,verified,2
DLDD_TRAIN_002757,DLDD_TRAIN_002757.jpg,allocaridara attack/DLDD_TRAIN_002757.jpg,to_label_1626_jpg.rf.41077725d5d0d00889e9e2e241d4e03a.jpg,allocaridara attack/to_label_1626_jpg.rf.41077725d5d0d00889e9e2e241d4e03a.jpg,.jpg,train,2,allocaridara_attack,verified,2
DLDD_TRAIN_002758,DLDD_TRAIN_002758.jpg,allocaridara attack/DLDD_TRAIN_002758.jpg,to_label_1626_jpg.rf.5afb7d9d1c9dfbdd0bfec0a309fd4b8d.jpg,allocaridara attack/to_label_1626_jpg.rf.5afb7d9d1c9dfbdd0bfec0a309fd4b8d.jpg,.jpg,train,2,allocaridara_attack,verified,2
DLDD_TRAIN_002759,DLDD_TRAIN_002759.jpg,allocaridara attack/DLDD_TRAIN_002759.jpg,to_label_1628_jpg.rf.1ac3c5483a1ba508c7459ac4f3b56123.jpg,allocaridara attack/to_label_1628_jpg.rf.1ac3c5483a1ba508c7459ac4f3b56123.jpg,.jpg,train,2,allocaridara_attack,verified,1
DLDD_TRAIN_002760,DLDD_TRAIN_002760.jpg,allocaridara attack/DLDD_TRAIN_002760.jpg,to_label_1628_jpg.rf.3d80513cd1457d1f6204a23aec48aceb.jpg,allocaridara attack/to_label_1628_jpg.rf.3d80513cd1457d1f6204a23aec48aceb.jpg,.jpg,train,2,allocaridara_attack,verified,1
DLDD_TRAIN_002761,DLDD_TRAIN_002761.jpg,allocaridara attack/DLDD_TRAIN_002761.jpg,to_label_1629_jpg.rf.080e3380b7d09260ac6fc0410467740d.jpg,allocaridara attack/to_label_1629_jpg.rf.080e3380b7d09260ac6fc0410467740d.jpg,.jpg,train,2,allocaridara_attack,verified,3
DLDD_TRAIN_002762,DLDD_TRAIN_002762.jpg,allocaridara attack/DLDD_TRAIN_002762.jpg,to_label_1630_jpg.rf.1d7456debcc25443e171f9c7328133c1.jpg,allocaridara attack/to_label_1630_jpg.rf.1d7456debcc25443e171f9c7328133c1.jpg,.jpg,train,2,allocaridara_attack,verified,3
DLDD_TRAIN_002763,DLDD_TRAIN_002763.jpg,allocaridara attack/DLDD_TRAIN_002763.jpg,to_label_1630_jpg.rf.371c046735ed93e61847dbb151b8fbdb.jpg,allocaridara attack/to_label_1630_jpg.rf.371c046735ed93e61847dbb151b8fbdb.jpg,.jpg,train,2,allocaridara_attack,verified,3
DLDD_TRAIN_002764,DLDD_TRAIN_002764.jpg,allocaridara attack/DLDD_TRAIN_002764.jpg,to_label_1630_jpg.rf.98fc4c9fdac777e2f39283f7b3775fa6.jpg,allocaridara attack/to_label_1630_jpg.rf.98fc4c9fdac777e2f39283f7b3775fa6.jpg,.jpg,train,2,allocaridara_attack,verified,3
DLDD_TRAIN_002765,DLDD_TRAIN_002765.jpg,allocaridara attack/DLDD_TRAIN_002765.jpg,to_label_1631_jpg.rf.45be9b7ae9382d59ea84968d9ee0754b.jpg,allocaridara attack/to_label_1631_jpg.rf.45be9b7ae9382d59ea84968d9ee0754b.jpg,.jpg,train,2,allocaridara_attack,verified,2
DLDD_TRAIN_002766,DLDD_TRAIN_002766.jpg,allocaridara attack/DLDD_TRAIN_002766.jpg,to_label_1631_jpg.rf.df295ccc504f72e89ea2983696c2a937.jpg,allocaridara attack/to_label_1631_jpg.rf.df295ccc504f72e89ea2983696c2a937.jpg,.jpg,train,2,allocaridara_attack,verified,2
